detection_id,sequence_id,class,order,family,genus,species,common_name,age,sex,group_number
cd11979,d70942s28,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11980,d70942s29,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11981,d70942s30,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11982,d70942s32,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11983,d70942s34,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd11984,d70942s35,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd11985,d70942s36,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11986,d70942s37,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11987,d70942s38,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11988,d70942s39,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11989,d70942s40,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11990,d70942s41,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11991,d70942s42,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11992,d70942s43,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11993,d70942s45,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd11994,d70942s46,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd11995,d70942s47,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11996,d70942s48,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11997,d70942s49,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11998,d70942s50,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd11999,d70942s51,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12000,d70942s52,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12001,d70942s53,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12002,d70942s54,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12003,d70942s55,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12004,d70942s56,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12005,d70942s57,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12006,d70942s58,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12007,d70942s59,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12008,d70942s61,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12009,d70942s62,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12010,d70942s63,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12011,d70942s64,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12012,d70942s65,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12013,d70942s66,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12014,d70942s67,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12015,d70942s68,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12016,d70942s69,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12017,d70942s70,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12018,d70942s71,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12019,d70942s72,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12020,d70942s73,Mammalia,Primates,Hominidae,Homo,sapiens,Human,Unknown,Unknown,1
cd12021,d70942s74,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12022,d70942s75,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12023,d70942s76,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12024,d70942s77,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12025,d70942s78,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12026,d70942s79,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12027,d70942s80,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12028,d70942s81,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12029,d70942s82,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12030,d70942s84,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12031,d70942s85,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12032,d70942s86,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12033,d70942s87,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12034,d70942s89,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,3
cd12035,d70942s90,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12036,d70942s91,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12037,d70942s92,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12038,d70942s93,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12039,d70942s94,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12040,d70942s95,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12041,d70942s96,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12042,d70942s97,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12043,d70942s98,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12044,d70942s99,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12045,d70942s100,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12046,d70942s101,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12047,d70942s102,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12048,d70942s103,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12049,d70942s104,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12050,d70942s105,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12051,d70942s106,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12052,d70942s107,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12053,d70942s108,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12054,d70942s109,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12055,d70942s110,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12056,d70942s111,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12057,d70942s112,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12058,d70942s113,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12059,d70942s114,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12060,d70942s115,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12061,d70942s116,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12062,d70942s117,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog,Unknown,Unknown,1
cd12063,d70942s118,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12064,d70942s119,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12065,d70942s120,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12066,d70942s121,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12067,d70942s122,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12068,d70942s123,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12069,d70942s124,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12070,d70942s125,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12071,d70942s126,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12072,d70942s127,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12073,d70942s128,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,3
cd12074,d70942s129,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12075,d70942s130,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12076,d70942s131,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12077,d70942s132,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12078,d70942s133,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12079,d70942s134,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12080,d70942s135,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12081,d70942s136,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12082,d70942s137,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12083,d70942s138,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12084,d70942s139,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,3
cd12085,d70942s140,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12086,d70942s141,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12087,d70942s142,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12088,d70942s143,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12089,d70942s144,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12090,d70942s145,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12091,d70942s146,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12092,d70942s147,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12093,d70942s148,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12094,d70942s149,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12095,d70942s150,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12096,d70942s151,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12097,d70942s152,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12098,d70942s153,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12099,d70942s154,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12100,d70942s155,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog,Unknown,Unknown,1
cd12101,d70942s157,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12102,d70942s158,Mammalia,Rodentia,Muridae,Rattus,rattus,House Rat,Unknown,Unknown,1
cd12103,d70942s159,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12104,d70942s160,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12105,d70942s161,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12106,d70942s162,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12107,d70942s163,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12108,d70942s164,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12109,d70942s165,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12110,d70942s166,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12111,d70942s167,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12112,d70942s168,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12113,d70942s169,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12114,d70942s170,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12115,d70942s171,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12116,d70942s172,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12117,d70942s173,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12118,d70942s174,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12119,d70942s175,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12120,d70942s176,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12121,d70942s177,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12122,d70942s178,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12123,d70942s179,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12124,d70942s180,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12125,d70942s182,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12126,d70942s183,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12127,d70942s184,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12128,d70942s185,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12129,d70942s186,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12130,d70942s187,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12131,d70942s188,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12132,d70942s189,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12133,d70942s190,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12134,d70942s191,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12135,d70942s192,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12136,d70942s193,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12137,d70942s194,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12138,d70942s195,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12139,d70942s196,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12140,d70942s197,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12141,d70942s198,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12142,d70942s199,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12143,d70942s202,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12144,d70942s203,Mammalia,Primates,Hominidae,Homo,sapiens,Human,Unknown,Unknown,2
cd12145,d70942s204,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12146,d70942s205,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12147,d70942s206,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12148,d70942s207,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12149,d70942s208,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12150,d70942s209,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12151,d70942s210,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12152,d70942s211,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12153,d70942s212,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12154,d70942s213,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12155,d70942s214,Mammalia,Carnivora,Canidae,Canis,familiaris,Domestic Dog,Unknown,Unknown,1
cd12156,d70942s215,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12157,d70942s216,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12158,d70942s217,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12159,d70942s218,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12160,d70942s219,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12161,d70942s220,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12162,d70942s221,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12163,d70942s222,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12164,d70942s223,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12165,d70942s224,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12166,d70942s225,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12167,d70942s226,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12168,d70942s227,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12169,d70942s228,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12170,d70942s229,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12171,d70942s230,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12172,d70942s231,Mammalia,Primates,Hominidae,Homo,sapiens,Human,Unknown,Unknown,1
cd12173,d70942s232,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12174,d70942s233,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12175,d70942s234,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12176,d70942s235,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12177,d70942s236,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12178,d70942s237,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12179,d70942s238,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12180,d70942s239,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12181,d70942s240,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12182,d70942s241,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12183,d70942s242,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12184,d70942s243,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12185,d70942s244,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12186,d70942s245,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12187,d70942s246,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12188,d70942s247,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12189,d70942s248,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12190,d70942s249,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12191,d70942s250,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12192,d70942s251,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern Cottontail,Unknown,Unknown,1
cd12193,d70942s252,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12194,d70942s253,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12195,d70942s254,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12196,d70942s255,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12197,d70942s256,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12198,d70942s257,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12199,d70942s258,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12200,d70942s259,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12201,d70942s260,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12202,d70942s261,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12203,d70942s262,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12204,d70942s263,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,2
cd12205,d70942s264,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12206,d70942s265,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12207,d70942s266,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12208,d70942s267,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12209,d70942s268,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12210,d70942s269,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12211,d70942s270,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12212,d70942s271,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12213,d70942s272,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12214,d70942s273,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,Unknown,Unknown,1
cd12215,d70942s275,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12216,d70942s276,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
cd12217,d70942s277,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,Unknown,Unknown,1
